x (m),y (m),z (m)
95.92,3.4850425,0
95.92,2.0910255,0
95.92,0.6970085,0
95.92,-0.6970085,0
95.92,-2.0910255,0
95.92,-3.4850425,0
95.92,-4.8790595,0
95.92,-6.2730765,0
95.92,-7.6670935,0
95.92,-9.0611105,0
95.92,-10.455127,0
95.92,-11.849144,0
95.92,-13.243161,0
95.92,-14.63554,0.027872806
95.92,-15.784843,0.75394306
95.92,-16.12,2.0777791
95.92,-16.12,3.471796
95.92,-16.12,4.865813
95.92,-16.12,6.25983
95.92,-16.12,7.653847
95.92,-16.12,9.047864
95.92,-16.12,10.441881
95.92,-16.12,11.835898
95.92,-16.12,13.229915
95.92,-16.12,14.623932
95.92,-16.12,16.017949
95.92,-16.12,17.411966
95.92,-16.12,18.805983
95.92,-16.12,20.2
96.83,16.12,20.2
96.83,16.12,18.805983
96.83,16.12,17.411966
96.83,16.12,16.017949
96.83,16.12,14.623932
96.83,16.12,13.229915
96.83,16.12,11.835898
96.83,16.12,10.441881
96.83,16.12,9.047864
96.83,16.12,7.653847
96.83,16.12,6.25983
96.83,16.12,4.865813
96.83,16.12,3.471796
96.83,16.12,2.0777791
96.83,15.784843,0.75394307
96.83,14.63554,0.027872807
96.83,13.243161,-4.16939E-16
96.83,11.849144,-3.68837E-16
96.83,10.455127,-3.20735E-16
96.83,9.0611105,-2.72634E-16
96.83,7.6670935,-2.24532E-16
96.83,6.2730765,-1.76431E-16
96.83,4.8790595,-1.28329E-16
96.83,3.4850425,-8.02274E-17
96.83,2.0910255,-3.21257E-17
96.83,0.6970085,0
96.83,-0.6970085,0
96.83,-2.0910255,0
96.83,-3.4850425,0
96.83,-4.8790595,0
96.83,-6.2730765,0
96.83,-7.6670935,0
96.83,-9.0611105,0
96.83,-10.455127,0
96.83,-11.849144,0
96.83,-13.243161,0
96.83,-14.63554,0.027872806
96.83,-15.784843,0.75394306
96.83,-16.12,2.0777791
96.83,-16.12,3.471796
96.83,-16.12,4.865813
96.83,-16.12,6.25983
96.83,-16.12,7.653847
96.83,-16.12,9.047864
96.83,-16.12,10.441881
96.83,-16.12,11.835898
96.83,-16.12,13.229915
96.83,-16.12,14.623932
96.83,-16.12,16.017949
96.83,-16.12,17.411966
96.83,-16.12,18.805983
96.83,-16.12,20.2
97.74,16.12,20.2
97.74,16.12,18.805983
97.74,16.12,17.411966
97.74,16.12,16.017949
97.74,16.12,14.623932
97.74,16.12,13.229915
97.74,16.12,11.835898
97.74,16.12,10.441881
97.74,16.12,9.047864
97.74,16.12,7.653847
97.74,16.12,6.25983
97.74,16.12,4.865813
97.74,16.12,3.471796
97.74,16.12,2.0777791
97.74,15.784843,0.75394307
97.74,14.63554,0.027872807
97.74,13.243161,1.35752E-17
97.74,11.849144,3.7626E-17
97.74,10.455127,6.16769E-17
97.74,9.0611105,8.57277E-17
97.74,7.6670935,1.09778E-16
97.74,6.2730765,1.33829E-16
97.74,4.8790595,1.5788E-16
97.74,3.4850425,1.81931E-16
97.74,2.0910255,2.05982E-16
97.74,0.6970085,1.3342E-16
97.74,-0.6970085,0
97.74,-2.0910255,0
97.74,-3.4850425,0
97.74,-4.8790595,0
97.74,-6.2730765,0
97.74,-7.6670935,0
97.74,-9.0611105,0
97.74,-10.455127,0
97.74,-11.849144,0
97.74,-13.243161,0
97.74,-14.63554,0.027872806
97.74,-15.784843,0.75394306
97.74,-16.12,2.0777791
97.74,-16.12,3.471796
97.74,-16.12,4.865813
97.74,-16.12,6.25983
97.74,-16.12,7.653847
97.74,-16.12,9.047864
97.74,-16.12,10.441881
97.74,-16.12,11.835898
97.74,-16.12,13.229915
97.74,-16.12,14.623932
97.74,-16.12,16.017949
97.74,-16.12,17.411966
97.74,-16.12,18.805983
97.74,-16.12,20.2
98.65,16.12,20.2
98.65,16.12,18.805983
98.65,16.12,17.411966
98.65,16.12,16.017949
98.65,16.12,14.623932
98.65,16.12,13.229915
98.65,16.12,11.835898
98.65,16.12,10.441881
98.65,16.12,9.047864
98.65,16.12,7.653847
98.65,16.12,6.25983
98.65,16.12,4.865813
98.65,16.12,3.471796
98.65,16.12,2.0777791
